City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,scarborough,54.2797,-0.4044,15.99,74,98,2.24,GB,1726347342
289,howrah,22.5892,88.3103,26.0,94,100,6.17,IN,1726347499
290,rondonopolis,-16.4708,-54.6356,38.56,13,5,2.48,BR,1726347500
291,syktyvkar,61.6764,50.8099,14.85,100,71,0.0,RU,1726347501
292,huarmey,-10.0681,-78.1522,20.0,73,39,5.65,PE,1726347502
293,arkhangel'sk,64.5401,40.5433,18.06,72,20,2.0,RU,1726347504
294,sao vicente,-23.9631,-46.3919,25.98,65,53,0.51,BR,1726347255
295,ocumare del tuy,10.1165,-66.7761,31.16,62,12,2.64,VE,1726347506
296,santa maria,-29.6842,-53.8069,21.61,60,75,3.09,BR,1726347250
297,nguti,5.3299,9.4185,22.93,96,100,0.82,CM,1726347510
298,machico,32.7,-16.7667,22.78,72,40,4.12,PT,1726347512
299,santana,-0.0583,-51.1817,33.1,58,20,5.14,BR,1726347513
300,rehoboth,-23.3167,17.0833,18.0,12,1,2.77,NA,1726347514
301,khandyga,62.6667,135.6,-1.07,90,99,1.52,RU,1726347515
302,shenjiamen,29.9576,122.298,27.25,90,84,7.55,CN,1726347517
303,afaahiti,-17.75,-149.2833,24.19,86,69,6.03,PF,1726347518
304,skowhegan,44.7651,-69.7192,26.56,54,3,2.23,US,1726347276
305,namibe,-15.1961,12.1522,18.62,88,86,2.27,AO,1726347255
306,st. john's,47.5649,-52.7093,12.66,83,100,9.39,CA,1726347495
307,port lincoln,-34.7333,135.8667,10.42,58,84,10.31,AU,1726347525
308,jiwani,25.05,61.7417,27.02,82,0,3.65,PK,1726347526
309,plymouth,41.8334,-70.8328,26.64,69,1,1.34,US,1726347527
310,nishinoomote,30.7333,131.0,28.39,87,74,9.78,JP,1726347528
311,talnakh,69.4865,88.3972,0.48,75,12,0.66,RU,1726347530
312,port blair,11.6667,92.75,28.08,79,100,6.69,IN,1726347531
313,stanthorpe,-28.6667,151.95,9.12,94,72,1.66,AU,1726347532
314,sao jose da coroa grande,-8.8978,-35.1478,23.92,73,16,3.96,BR,1726347534
315,saint croix,17.7397,-64.7388,30.25,81,40,2.06,VI,1726347535
316,vilyuchinsk,52.9306,158.4028,9.15,71,23,4.13,RU,1726347536
317,monticello,45.3055,-93.7941,25.68,74,100,4.63,US,1726347495
318,tazacorte,28.629,-17.9293,22.54,78,100,5.66,ES,1726347539
319,ciudad rodrigo,40.6,-6.5333,16.03,37,50,1.71,ES,1726347540
320,solnechnyy,50.7214,136.6319,7.11,59,55,1.7,RU,1726347541
321,vitry-le-francois,48.7333,4.5833,10.48,73,7,3.13,FR,1726347543
322,axim,4.8699,-2.2405,24.12,89,98,4.35,GH,1726347544
323,swan hill,-35.3378,143.5544,2.51,78,0,4.78,AU,1726347545
324,bamboo flat,11.7,92.7167,27.59,80,100,6.48,IN,1726347546
325,coari,-4.085,-63.1414,33.14,36,100,1.48,BR,1726347548
326,aleg,17.0481,-13.9209,36.1,35,25,1.98,MR,1726347549
327,westport,41.1415,-73.3579,27.43,63,1,1.79,US,1726347550
328,hermanus,-34.4187,19.2345,11.0,88,2,1.13,ZA,1726347552
329,carutapera,-1.195,-46.02,26.51,77,71,5.34,BR,1726347556
330,daru,-9.0763,143.2092,25.17,89,98,7.6,PG,1726347557
331,rabo de peixe,37.8,-25.5833,20.73,73,20,2.06,PT,1726347558
332,lagos,6.5833,3.75,23.95,95,100,2.13,NG,1726346881
333,mollendo,-17.0231,-72.0147,16.72,71,74,4.11,PE,1726347561
334,weno,7.4515,151.8468,27.97,89,100,2.57,FM,1726347562
335,nar'yan-mar,67.6713,53.087,15.6,86,14,3.85,RU,1726347563
336,nsanje,-16.92,35.262,26.58,36,4,1.57,MW,1726347565
337,queenstown,-31.8976,26.8753,14.76,67,100,4.58,ZA,1726347317
338,panauti,27.5814,85.5124,19.18,100,75,1.03,NP,1726347567
339,patterson,37.4716,-121.1297,32.78,29,0,1.57,US,1726347337
340,port alberni,49.2413,-124.8028,18.11,72,62,2.1,CA,1726347570
341,floro,61.5996,5.0328,11.98,76,100,10.29,NO,1726347571
342,banswara,23.55,74.45,22.67,91,10,2.5,IN,1726347573
343,kununurra,-15.7667,128.7333,15.99,63,88,0.0,AU,1726347574
344,candelaria,13.9311,121.4233,23.96,98,100,2.06,PH,1726347575
345,rosarno,38.4841,15.979,17.48,74,22,2.73,IT,1726347576
346,zhangye,38.9342,100.4517,15.97,66,95,2.89,CN,1726347578
347,tamanrasset,22.785,5.5228,21.95,68,40,2.06,DZ,1726347579
348,peniche,39.3558,-9.3811,21.23,56,28,5.46,PT,1726347582
349,norfolk,42.1668,-71.2495,26.79,65,0,4.63,US,1726347520
350,huilong,31.8111,121.655,27.54,77,93,6.34,CN,1726347584
351,gadzhiyevo,69.2551,33.3362,9.69,90,100,1.25,RU,1726347586
352,sabang,5.8933,95.3214,28.01,78,100,9.73,ID,1726347587
353,amga,60.8953,131.9608,-2.59,94,12,1.09,RU,1726347588
354,essaouira,31.5125,-9.77,22.72,88,0,1.54,MA,1726347314
355,turpan,42.9333,89.1667,22.93,37,7,0.96,CN,1726347592
356,aripuana,-9.1667,-60.6333,39.9,15,7,0.99,BR,1726347593
357,walvis bay,-22.9575,14.5053,12.79,76,5,6.62,NA,1726347595
358,kasane,-17.8167,25.15,24.11,22,0,3.69,BW,1726347596
359,johvi,59.3592,27.4211,17.43,67,77,3.99,EE,1726347598
360,micheweni,-4.9667,39.8333,24.0,78,70,4.46,TZ,1726347599
361,arno,60.1167,18.6333,11.72,70,0,5.06,SE,1726347600
362,sanctuary point,-35.1114,150.629,9.79,53,51,7.9,AU,1726347602
363,petoskey,45.3733,-84.9553,29.17,47,0,2.06,US,1726347603
364,vila velha,-20.3297,-40.2925,25.97,82,0,8.75,BR,1726347450
365,desaguadero,-16.5656,-69.0417,13.64,47,20,10.48,PE,1726347605
366,jumla,29.2747,82.1838,12.53,89,68,1.36,NP,1726347607
367,buka,40.8108,69.1986,16.49,30,5,0.69,UZ,1726347608
368,betio village,1.358,172.9211,28.02,73,100,7.49,KI,1726347609
369,bam,29.106,58.357,30.05,20,98,6.1,IR,1726347611
370,tsiombe,-25.3,45.4833,22.17,72,18,1.88,MG,1726347351
371,naze,28.3667,129.4833,27.51,88,100,11.28,JP,1726347613
372,fuerte olimpo,-21.0415,-57.8738,25.95,57,85,4.49,PY,1726347615
373,egilsstadir,65.2653,-14.3948,4.95,93,100,10.29,IS,1726347616
374,itaituba,-4.2761,-55.9836,35.09,46,20,3.09,BR,1726347617
375,ta`u,-14.2336,-169.5144,26.41,83,37,8.7,AS,1726347618
376,carnarvon,-24.8667,113.6333,22.39,30,0,8.77,AU,1726347620
377,rudbar,30.15,62.6,25.45,18,0,4.38,AF,1726347622
378,babadag,44.9,28.7167,17.12,82,75,4.12,RO,1726347624
379,australind,-33.2667,115.7167,11.91,76,0,5.86,AU,1726347625
380,labrador city,52.9463,-66.9114,14.95,38,75,4.63,CA,1726347613
381,ribeira brava,32.65,-17.0667,22.78,77,1,2.06,PT,1726347628
382,preobrazheniye,42.9019,133.9064,10.54,89,94,3.1,RU,1726347629
383,shulan,44.4167,126.95,6.13,91,0,1.87,CN,1726347630
384,chibougamau,49.9168,-74.3659,24.79,41,0,2.06,CA,1726347451
385,tulun,54.5611,100.5792,8.0,79,100,3.0,RU,1726347633
386,breves,-1.6822,-50.4803,33.43,39,27,1.97,BR,1726347634
387,healesville,-37.65,145.5167,6.36,99,75,1.03,AU,1726347635
388,hampton bays,40.869,-72.5176,26.02,65,0,3.6,US,1726347637
389,mirriah,13.7073,9.1501,30.63,49,66,3.69,NE,1726347638
390,villanueva,15.3167,-88.0,33.55,59,20,4.12,HN,1726347639
391,jaguarari,-10.2639,-40.1958,23.33,34,4,2.66,BR,1726347641
392,toliara,-23.35,43.6667,22.48,82,25,1.57,MG,1726347642
393,pampa del infierno,-26.5052,-61.1744,25.83,23,7,4.27,AR,1726347643
394,akjoujt,19.6969,-14.4164,34.72,31,0,3.85,MR,1726347645
395,berdigestyakh,62.0989,126.6992,-3.36,94,13,0.94,RU,1726347646
396,kapuskasing,49.4169,-82.4331,28.05,42,75,4.12,CA,1726347647
397,fort mcmurray,56.7268,-111.381,18.73,55,100,4.12,CA,1726347649
398,saint-philippe,-21.3585,55.7679,18.79,68,38,5.29,RE,1726347650
399,sinabang,2.4803,96.3801,25.78,83,100,0.39,ID,1726347372
400,mananjary,-21.2167,48.3333,20.95,80,92,3.58,MG,1726347652
401,polyarnyy,69.1989,33.4478,10.06,91,100,1.04,RU,1726347654
402,zhanga buqtyrma,49.6295,83.5248,4.74,86,4,0.48,KZ,1726347655
403,sidney,-33.8679,151.2073,9.84,62,20,6.17,AU,1726347411
404,ochakiv,46.6128,31.5498,22.24,80,60,5.14,UA,1726347658
405,cururupu,-1.8283,-44.8683,25.28,77,31,2.09,BR,1726347659
406,taulaga,-11.0553,-171.0883,27.79,80,86,7.26,AS,1726347661
407,negotino,41.4839,22.0892,13.94,59,1,2.18,MK,1726347662
408,vilyuysk,63.7553,121.6247,-3.87,93,15,0.45,RU,1726347663
409,serdar,38.9764,56.2757,17.65,21,73,0.82,TM,1726347665
410,hlusk,52.903,28.6845,22.78,29,78,6.38,BY,1726347666
411,sikasso,10.9167,-7.0,23.07,97,100,1.16,ML,1726347667
412,ust'-ilimsk,58.0006,102.6619,7.01,93,100,3.78,RU,1726347669
413,mushie,-3.0167,16.9,25.84,74,25,1.54,CD,1726347670
414,kavaratti,10.5669,72.642,26.08,90,99,3.69,IN,1726347671
415,marsabit,2.3284,37.9899,20.3,49,23,10.81,KE,1726347673
416,huangyan,28.6478,121.2594,23.84,96,59,2.12,CN,1726347674
417,idri,27.5,13.2667,32.3,40,100,7.28,LY,1726347675
418,papatowai,-46.5619,169.4708,6.62,96,100,1.35,NZ,1726347676
419,road town,18.4167,-64.6167,31.02,74,40,3.09,VG,1726347616
420,shangzhi,45.2167,127.9667,5.13,94,0,1.9,CN,1726347679
421,yuzhno-kurilsk,44.0306,145.8556,14.61,96,100,6.18,RU,1726347680
422,albu kamal,34.45,40.9186,29.83,36,1,7.15,SY,1726347682
423,whitefish,48.4111,-114.3376,19.24,55,75,4.63,US,1726347683
424,pajapan,18.25,-94.7,30.02,71,100,3.01,MX,1726347684
425,alesund,62.4723,6.1549,11.08,87,20,3.09,NO,1726347686
426,nabire,-3.3667,135.4833,24.26,92,100,1.43,ID,1726347688
427,morondava,-20.2833,44.2833,23.6,92,2,0.92,MG,1726347689
428,saint-benoit,-21.038,55.7194,19.04,65,14,5.67,RE,1726347691
429,saldana,3.9292,-75.0152,40.85,18,27,5.55,CO,1726347692
430,quatre cocos,-20.2078,57.7625,21.06,58,29,7.34,MU,1726347695
431,port hueneme,34.1478,-119.1951,24.59,75,75,4.12,US,1726347696
432,tera,14.0078,0.7531,28.97,60,28,2.0,NE,1726347698
433,olyokminsk,60.3736,120.4264,0.09,90,98,1.63,RU,1726347699
434,kaspiyskiy,45.3929,47.3707,20.33,65,0,6.58,RU,1726347700
435,mar del plata,-38.0023,-57.5575,11.01,77,0,4.63,AR,1726347602
436,vadso,70.0744,29.7487,4.09,87,100,1.54,NO,1726347703
437,daokou,35.5639,114.5058,19.11,72,100,6.53,CN,1726347704
438,cidreira,-30.1811,-50.2056,15.49,79,80,5.29,BR,1726347705
439,bojnurd,37.4747,57.329,14.97,88,100,4.12,IR,1726347655
440,zainsk,55.3195,52.0694,17.55,72,42,1.59,RU,1726347708
441,achinsk,56.2694,90.4993,4.26,92,100,3.47,RU,1726347470
442,colby,39.3958,-101.0524,30.03,47,75,8.23,US,1726347711
443,las tablas,7.7667,-80.2833,30.54,66,43,3.13,PA,1726347713
444,colonia,50.9333,6.95,9.95,81,1,0.69,DE,1726347714
445,baotou,40.6522,109.8222,15.06,53,100,2.27,CN,1726347715
446,remire-montjoly,4.9167,-52.2667,31.02,66,0,5.66,GF,1726347717
447,alpine,32.835,-116.7664,27.08,52,0,1.79,US,1726347718
448,khark,29.2614,50.3306,34.05,59,0,6.29,IR,1726347720
449,pathein,16.7833,94.7333,25.03,95,100,2.21,MM,1726347721
450,felahiye,39.0906,35.5672,20.14,37,98,1.57,TR,1726347722
451,lagunillas,10.1301,-71.2595,31.2,66,99,3.09,VE,1726347724
452,camapua,-19.5314,-54.0439,34.9,18,7,2.19,BR,1726347725
453,ketchikan,55.3422,-131.6461,16.3,75,91,0.85,US,1726347726
454,bangassou,4.7413,22.8184,20.51,99,77,1.09,CF,1726347727
455,akwanga,8.9167,8.3833,22.4,94,61,1.02,NG,1726347729
456,necochea,-38.5473,-58.7368,9.72,58,0,2.57,AR,1726347603
457,sokoni,-6.4333,39.55,25.1,72,4,4.83,TZ,1726347731
458,mermoz boabab,14.7065,-17.4758,27.88,83,40,1.03,SN,1726347733
459,acarau,-2.8856,-40.12,25.28,77,91,8.45,BR,1726347667
460,yaren,-0.5472,166.916,27.76,67,88,3.54,NR,1726347737
461,prado,-17.3411,-39.2208,23.94,74,2,4.64,BR,1726347738
462,boca do acre,-8.7522,-67.3978,41.31,13,12,1.43,BR,1726347739
463,plastun,44.7561,136.2939,5.25,96,36,3.34,RU,1726347740
464,priladozhskiy,59.85,31.4833,18.07,99,94,3.79,RU,1726347742
465,ontario,34.0633,-117.6509,28.27,53,0,4.12,US,1726347743
466,kantemirovka,49.7089,39.8592,19.96,22,0,5.95,RU,1726347744
467,hammerfest,70.6634,23.6821,8.25,81,43,0.0,NO,1726347554
468,paveh,35.0434,46.3565,19.59,35,2,1.44,IR,1726347747
469,manghit,42.1156,60.0597,18.05,29,55,6.66,UZ,1726347748
470,kodinsk,58.6881,99.1844,1.68,98,100,4.05,RU,1726347750
471,siwa oasis,29.2041,25.5195,32.27,23,0,4.25,EG,1726347751
472,taro,-8.3862,115.28,16.93,95,100,0.24,ID,1726347752
473,canakkale,40.0833,26.8333,17.94,68,11,1.65,TR,1726347753
474,glace bay,46.1969,-59.957,16.55,75,20,12.86,CA,1726347755
475,chonchi,-42.6128,-73.8092,9.51,87,100,3.5,CL,1726347756
476,grajau,-5.8194,-46.1386,32.15,25,16,1.71,BR,1726347628
477,hobyo,5.3505,48.5268,24.95,82,24,12.34,SO,1726347759
478,cerknica,45.7931,14.3625,8.88,97,100,2.06,SI,1726347760
479,isyangulovo,52.1909,52.1909,14.53,64,11,2.24,RU,1726347761
480,tapilon,11.2774,124.0306,27.87,80,100,10.58,PH,1726347763
481,gulf shores,30.246,-87.7008,30.16,71,58,2.24,US,1726347764
482,rakops,-21.0167,24.3333,25.9,17,0,3.68,BW,1726347767
483,sakata,38.9167,139.855,24.79,90,72,2.24,JP,1726347619
484,nemuro,43.3236,145.575,15.35,97,100,13.58,JP,1726347769
485,raigarh,21.9,83.4,23.9,93,100,3.58,IN,1726347770
486,olinda,-8.0089,-34.8553,25.85,69,20,6.17,BR,1726347772
487,toungo,8.1167,12.05,22.91,91,87,1.19,NG,1726347773
488,tadine,-21.55,167.8833,22.31,66,6,5.96,NC,1726347774
489,along,28.1667,94.7667,20.16,89,24,0.38,IN,1726347776
490,qorovulbozor,39.5006,64.7936,18.23,26,3,3.0,UZ,1726347777
491,luwuk,-0.9516,122.7875,20.51,81,100,2.33,ID,1726347778
492,lewistown,40.5992,-77.5714,28.67,69,0,1.54,US,1726347779
493,el granada,37.5027,-122.4694,24.69,63,20,4.63,US,1726347781
494,barentu,15.1139,37.5928,22.19,75,95,1.52,ER,1726347782
495,el nido,11.1858,119.3956,25.64,90,100,0.45,PH,1726347783
496,aasiaat,68.7098,-52.8699,-0.01,78,23,0.24,GL,1726347785
497,smithers,54.7804,-127.1743,13.18,71,75,3.6,CA,1726347786
498,mahanje,-9.9333,35.3333,19.09,41,32,1.15,TZ,1726347787
499,pacific grove,36.6177,-121.9166,20.23,84,0,5.66,US,1726347788
500,tselinnoye,53.0833,85.6667,10.97,72,100,7.6,RU,1726347790
501,paphos,34.7667,32.4167,26.88,83,40,3.09,CY,1726347791
502,puerto ayacucho,5.6639,-67.6236,33.0,59,1,1.04,VE,1726347792
503,conception bay south,47.4999,-52.9981,12.08,84,100,8.42,CA,1726347665
504,labytnangi,66.6572,66.4183,12.1,83,100,3.01,RU,1726347762
505,muisne,0.6,-80.0333,25.07,80,83,4.56,EC,1726347796
506,malango,-2.9627,119.9001,15.36,91,98,1.2,ID,1726347797
507,bheramara,24.0232,88.9925,24.85,95,100,11.38,BD,1726347799
508,namdrik,5.5994,168.1028,26.28,88,100,5.06,MH,1726347800
509,posse,-14.0931,-46.3694,28.55,19,1,2.42,BR,1726347801
510,nuuk,64.1835,-51.7216,5.34,100,100,2.57,GL,1726347803
511,cockburn town,21.4612,-71.1419,30.98,79,40,5.14,TC,1726347804
512,rabak,13.1809,32.74,27.42,72,5,3.61,SD,1726347805
513,san julian,21.0167,-102.1667,24.86,57,77,3.39,MX,1726347806
514,suncho corral,-27.9336,-63.4294,27.08,13,38,5.59,AR,1726347808
515,xining,36.6167,101.7667,13.31,88,100,0.78,CN,1726347809
516,west end,26.6833,-78.9667,29.87,68,2,3.11,BS,1726347810
517,igra,57.5558,53.0547,14.68,90,100,0.32,RU,1726347812
518,port saint john's,-31.6229,29.5448,18.62,78,100,4.14,ZA,1726347813
519,kutum,14.2,24.6667,28.39,42,7,4.08,SD,1726347814
520,kievka,50.2619,71.5514,14.69,55,73,3.42,KZ,1726347816
521,san sebastian de la gomera,28.0916,-17.1133,23.2,83,0,1.03,ES,1726347818
522,spencer,43.1414,-95.1444,25.06,65,75,4.12,US,1726347819
523,porto novo,6.4965,2.6036,25.9,94,100,2.41,BJ,1726347821
524,nyala,12.05,24.8833,25.5,58,68,2.78,SD,1726347822
525,malakal,9.5334,31.6605,23.19,92,80,0.71,SS,1726347823
526,general mosconi,-23.1851,-62.303,25.56,31,76,3.46,AR,1726347825
527,tandalti,13.0167,31.8667,27.94,67,12,2.98,SD,1726347826
528,talcahuano,-36.7167,-73.1167,14.82,63,0,7.72,CL,1726347603
529,korsakov,46.6328,142.7813,11.91,86,99,0.17,RU,1726347636
530,longboat key,27.4125,-82.659,32.27,69,1,4.16,US,1726347830
531,hassi messaoud,31.6804,6.0729,32.92,31,40,2.06,DZ,1726347831
532,vecvarkava,56.1833,26.5167,16.12,64,23,2.84,LV,1726347833
533,tokmok,42.8417,75.3016,13.94,35,0,1.36,KG,1726347834
534,soure,-0.7167,-48.5233,27.39,76,17,6.51,BR,1726347836
535,trinidad,-14.8333,-64.9,36.83,24,84,4.63,BO,1726347838
536,epanomi,40.4264,22.9286,21.65,49,20,5.14,GR,1726347839
537,bintulu,3.1667,113.0333,25.23,88,20,1.54,MY,1726347840
538,newman,37.3138,-121.0208,33.92,29,0,0.89,US,1726347842
539,flin flon,54.7682,-101.865,15.91,72,100,6.17,CA,1726347843
540,blagoveshchenka,52.8333,79.8667,11.32,88,37,3.45,RU,1726347844
541,saint-pierre,-21.3393,55.4781,15.82,72,0,2.57,RE,1726347828
542,gebog,-6.735,110.8444,23.26,78,84,1.35,ID,1726347847
543,mirnyy,62.5353,113.9611,-1.35,87,99,1.55,RU,1726347848
544,chui,-33.6971,-53.4616,11.27,71,0,4.49,UY,1726347849
545,argostolion,38.1811,20.489,21.04,64,40,2.57,GR,1726347851
546,birjand,32.8663,59.2211,19.26,18,20,5.14,IR,1726347604
547,kayangel,8.0823,134.7173,29.19,80,100,9.43,PW,1726347853
548,isangel,-19.55,169.2667,23.12,85,94,6.4,VU,1726347855
549,mooloolaba,-26.6833,153.1167,14.47,97,1,2.85,AU,1726347856
550,san juan,-31.5375,-68.5364,22.96,21,0,3.13,AR,1726347602
551,malanje,-9.5402,16.341,24.12,60,83,2.61,AO,1726347858
552,doka,13.5167,35.7667,22.4,89,40,2.66,SD,1726347860
553,brookings,44.3114,-96.7984,28.0,47,0,5.66,US,1726347753
554,sovetskaya gavan',48.9723,140.2878,11.11,57,69,2.74,RU,1726347862
555,redencao,-4.2258,-38.7306,24.87,69,14,3.09,BR,1726347864
556,klaksvik,62.2266,-6.589,11.04,88,97,15.1,FO,1726347865
557,butte,39.6499,-121.5677,32.21,24,0,2.06,US,1726347866
558,palmas,-10.2128,-48.3603,34.93,26,0,2.06,BR,1726347605
559,durban,-29.8579,31.0292,18.51,77,100,1.87,ZA,1726347869
560,phang nga,8.4509,98.5298,23.48,96,100,1.43,TH,1726347870
561,puerto santa,-8.9906,-78.6456,17.9,80,2,5.4,PE,1726347871
562,palmer,42.1584,-72.3287,28.75,47,40,2.06,US,1726347873
563,moses lake,47.1301,-119.2781,24.2,38,0,3.6,US,1726347727
564,bol,13.4586,14.7147,28.08,70,63,3.36,TD,1726347875
565,quelimane,-17.8786,36.8883,23.97,94,0,2.57,MZ,1726347876
566,balikpapan,-1.2675,116.8289,25.55,78,40,3.09,ID,1726347683
567,itamaraca,-7.7478,-34.8256,23.97,74,79,4.35,BR,1726347643
568,sambava,-14.2667,50.1667,21.37,83,78,5.34,MG,1726347880
569,lobujya,27.95,86.8167,0.79,89,91,0.37,NP,1726347882
570,lundazi,-12.2929,33.1782,19.83,40,9,2.91,ZM,1726347883
571,luba,3.4568,8.5547,25.12,91,95,3.5,GQ,1726347884
572,enshi,30.3,109.4833,23.21,94,78,0.86,CN,1726347886
573,rio grande,-32.035,-52.0986,13.55,80,0,6.77,BR,1726347821
574,tono,39.3167,141.5333,21.8,98,98,1.8,JP,1726347888
575,puerto colombia,10.9878,-74.9547,33.05,70,44,4.8,CO,1726347890
576,bomdila,27.25,92.4,9.04,90,14,2.56,IN,1726347891
577,dompu,-8.5356,118.4622,21.38,89,58,0.56,ID,1726347892
578,ploneour-lanvern,47.9,-4.2833,12.18,82,0,2.57,FR,1726347893
